Orders.Sub-Category,Orders.Segment,Orders.Region,Orders.Ship Mode,Orders.Customer Name,Orders.Country,Orders.Category,Orders.State,Orders.City,CountNonNull(Orders.Postal Code),Sum(Orders.Discount)
Paper,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,Washington,Edmonds,,
Art,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,Washington,Edmonds,1,0
Binders,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,Washington,Edmonds,,
Fasteners,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,Washington,Edmonds,,
Paper,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,Washington,Edmonds,,
Appliances,Consumer,West,First Class,Raymond Buch,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Raymond Buch,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Raymond Buch,United States,Office Supplies,Washington,Seattle,,
Fasteners,Consumer,West,First Class,Raymond Buch,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,First Class,Raymond Buch,United States,Office Supplies,Washington,Seattle,1,0
Appliances,Consumer,West,First Class,Rob Lucas,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Rob Lucas,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,Rob Lucas,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Rob Lucas,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Rob Lucas,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Roland Fjeld,United States,Office Supplies,California,San Jose,,
Art,Consumer,West,First Class,Roland Fjeld,United States,Office Supplies,California,San Jose,,
Binders,Consumer,West,First Class,Roland Fjeld,United States,Office Supplies,California,San Jose,,
Fasteners,Consumer,West,First Class,Roland Fjeld,United States,Office Supplies,California,San Jose,1,0
Paper,Consumer,West,First Class,Roland Fjeld,United States,Office Supplies,California,San Jose,1,0
Appliances,Consumer,West,First Class,Sandra Glassco,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Sandra Glassco,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Sandra Glassco,United States,Office Supplies,Washington,Seattle,,
Fasteners,Consumer,West,First Class,Sandra Glassco,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,First Class,Sandra Glassco,United States,Office Supplies,Washington,Seattle,1,0
Appliances,Consumer,West,First Class,Sheri Gordon,United States,Office Supplies,California,San Francisco,1,0
Art,Consumer,West,First Class,Sheri Gordon,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Sheri Gordon,United States,Office Supplies,California,San Francisco,,
Fasteners,Consumer,West,First Class,Sheri Gordon,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Sheri Gordon,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Sonia Cooley,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Sonia Cooley,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,Sonia Cooley,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Sonia Cooley,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Sonia Cooley,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Sue Ann Reed,United States,Office Supplies,California,Moreno Valley,,
Art,Consumer,West,First Class,Sue Ann Reed,United States,Office Supplies,California,Moreno Valley,,
Binders,Consumer,West,First Class,Sue Ann Reed,United States,Office Supplies,California,Moreno Valley,,
Fasteners,Consumer,West,First Class,Sue Ann Reed,United States,Office Supplies,California,Moreno Valley,,
Paper,Consumer,West,First Class,Sue Ann Reed,United States,Office Supplies,California,Moreno Valley,1,0
Appliances,Consumer,West,First Class,Ted Trevino,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Ted Trevino,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Ted Trevino,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Ted Trevino,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Ted Trevino,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,Tim Brockman,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Tim Brockman,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,Tim Brockman,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Tim Brockman,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Tim Brockman,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Troy Staebel,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Troy Staebel,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Troy Staebel,United States,Office Supplies,California,San Francisco,,
Fasteners,Consumer,West,First Class,Troy Staebel,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Troy Staebel,United States,Office Supplies,California,San Francisco,1,0
Appliances,Consumer,West,First Class,Trudy Brown,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Trudy Brown,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Trudy Brown,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Trudy Brown,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Trudy Brown,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,Xylona Preis,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Xylona Preis,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Xylona Preis,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Xylona Preis,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Xylona Preis,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,Zuschuss Carroll,United States,Office Supplies,Washington,Edmonds,1,0
Art,Consumer,West,First Class,Zuschuss Carroll,United States,Office Supplies,Washington,Edmonds,1,0
Binders,Consumer,West,First Class,Zuschuss Carroll,United States,Office Supplies,Washington,Edmonds,,
Fasteners,Consumer,West,First Class,Zuschuss Carroll,United States,Office Supplies,Washington,Edmonds,,
Paper,Consumer,West,First Class,Zuschuss Carroll,United States,Office Supplies,Washington,Edmonds,,
Appliances,Consumer,West,First Class,Zuschuss Donatelli,United States,Office Supplies,California,Los Angeles,1,0
Art,Consumer,West,First Class,Zuschuss Donatelli,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Zuschuss Donatelli,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Zuschuss Donatelli,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Zuschuss Donatelli,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,Same Day,Stewart Visinsky,United States,Office Supplies,Colorado,Pueblo,,
Art,Consumer,West,Same Day,Stewart Visinsky,United States,Office Supplies,Colorado,Pueblo,,
Binders,Consumer,West,Same Day,Stewart Visinsky,United States,Office Supplies,Colorado,Pueblo,2,1.4
Fasteners,Consumer,West,Same Day,Stewart Visinsky,United States,Office Supplies,Colorado,Pueblo,,
Paper,Consumer,West,Same Day,Stewart Visinsky,United States,Office Supplies,Colorado,Pueblo,,
Appliances,Consumer,West,Same Day,William Brown,United States,Office Supplies,California,Anaheim,1,0
Art,Consumer,West,Same Day,William Brown,United States,Office Supplies,California,Anaheim,1,0
Binders,Consumer,West,Same Day,William Brown,United States,Office Supplies,California,Anaheim,4,0.8
Fasteners,Consumer,West,Same Day,William Brown,United States,Office Supplies,California,Anaheim,,
Paper,Consumer,West,Same Day,William Brown,United States,Office Supplies,California,Anaheim,1,0
Appliances,Consumer,West,Same Day,Eric Hoffmann,United States,Office Supplies,Arizona,Tempe,,
Art,Consumer,West,Same Day,Eric Hoffmann,United States,Office Supplies,Arizona,Tempe,,
Binders,Consumer,West,Same Day,Eric Hoffmann,United States,Office Supplies,Arizona,Tempe,1,0.7
Fasteners,Consumer,West,Same Day,Eric Hoffmann,United States,Office Supplies,Arizona,Tempe,,
Paper,Consumer,West,Same Day,Eric Hoffmann,United States,Office Supplies,Arizona,Tempe,,
Appliances,Consumer,West,Same Day,Patrick Gardner,United States,Office Supplies,Arizona,Glendale,,
Art,Consumer,West,Same Day,Patrick Gardner,United States,Office Supplies,Arizona,Glendale,,
Binders,Consumer,West,Same Day,Patrick Gardner,United States,Office Supplies,Arizona,Glendale,1,0.7
Fasteners,Consumer,West,Same Day,Patrick Gardner,United States,Office Supplies,Arizona,Glendale,,
Paper,Consumer,West,Same Day,Patrick Gardner,United States,Office Supplies,Arizona,Glendale,,
Appliances,Consumer,West,Same Day,Susan Vittorini,United States,Office Supplies,Arizona,Peoria,,
Art,Consumer,West,Same Day,Susan Vittorini,United States,Office Supplies,Arizona,Peoria,,
Binders,Consumer,West,Same Day,Susan Vittorini,United States,Office Supplies,Arizona,Peoria,1,0.7
Fasteners,Consumer,West,Same Day,Susan Vittorini,United States,Office Supplies,Arizona,Peoria,,
Paper,Consumer,West,Same Day,Susan Vittorini,United States,Office Supplies,Arizona,Peoria,,
Appliances,Consumer,West,Same Day,Toby Braunhardt,United States,Office Supplies,Arizona,Phoenix,,
Art,Consumer,West,Same Day,Toby Braunhardt,United States,Office Supplies,Arizona,Phoenix,,
Binders,Consumer,West,Same Day,Toby Braunhardt,United States,Office Supplies,Arizona,Phoenix,1,0.7
Fasteners,Consumer,West,Same Day,Toby Braunhardt,United States,Office Supplies,Arizona,Phoenix,,
Paper,Consumer,West,Same Day,Toby Braunhardt,United States,Office Supplies,Arizona,Phoenix,,
Appliances,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,San Francisco,2,0.4
Fasteners,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,Chula Vista,,
Art,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,Chula Vista,1,0
Binders,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,Chula Vista,,
Fasteners,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,Chula Vista,,
Paper,Consumer,West,Same Day,Thomas Thornton,United States,Office Supplies,California,Chula Vista,,
Appliances,Consumer,West,Same Day,Bobby Elias,United States,Office Supplies,California,Concord,,
Art,Consumer,West,Same Day,Bobby Elias,United States,Office Supplies,California,Concord,,
Binders,Consumer,West,Same Day,Bobby Elias,United States,Office Supplies,California,Concord,1,0.2
Fasteners,Consumer,West,Same Day,Bobby Elias,United States,Office Supplies,California,Concord,,
Paper,Consumer,West,Same Day,Bobby Elias,United States,Office Supplies,California,Concord,,
Appliances,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Seattle,2,0
Appliances,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Spokane,,
Art,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Spokane,1,0
Binders,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Spokane,,
Fasteners,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Spokane,,
Paper,Consumer,West,Same Day,Jennifer Ferguson,United States,Office Supplies,Washington,Spokane,,
Appliances,Consumer,West,Same Day,Ken Lonsdale,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,Same Day,Ken Lonsdale,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,Same Day,Ken Lonsdale,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Consumer,West,Same Day,Ken Lonsdale,United States,Office Supplies,Washington,Seattle,,
