Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Sub-Category,Orders.Country,Orders.Customer Name,Sum(Orders.Profit),CountNonNull(Orders.Row ID),Sum(Orders.Sales),Sum(Orders.Discount),Sum(Orders.Quantity)
Qtr 4,2016,Envelopes,United States,Clay Ludtke,,,,,
Qtr 2,2017,Envelopes,United States,Clay Ludtke,,,,,
Qtr 3,2017,Envelopes,United States,Clay Ludtke,,,,,
Qtr 4,2017,Envelopes,United States,Clay Ludtke,,,,,
Qtr 2,2014,Envelopes,United States,Craig Reiter,,,,,
Qtr 3,2014,Envelopes,United States,Craig Reiter,,,,,
Qtr 4,2014,Envelopes,United States,Craig Reiter,,,,,
Qtr 2,2015,Envelopes,United States,Craig Reiter,,,,,
Qtr 3,2015,Envelopes,United States,Craig Reiter,,,,,
Qtr 4,2015,Envelopes,United States,Craig Reiter,,,,,
Qtr 2,2016,Envelopes,United States,Craig Reiter,,,,,
Qtr 3,2016,Envelopes,United States,Craig Reiter,45.322199999999995,1,134.288,0.2,2
Qtr 4,2016,Envelopes,United States,Craig Reiter,,,,,
Qtr 2,2017,Envelopes,United States,Craig Reiter,,,,,
Qtr 3,2017,Envelopes,United States,Craig Reiter,,,,,
Qtr 4,2017,Envelopes,United States,Craig Reiter,,,,,
Qtr 2,2014,Envelopes,United States,Craig Yedwab,,,,,
Qtr 3,2014,Envelopes,United States,Craig Yedwab,,,,,
Qtr 4,2014,Envelopes,United States,Craig Yedwab,,,,,
Qtr 2,2015,Envelopes,United States,Craig Yedwab,,,,,
Qtr 3,2015,Envelopes,United States,Craig Yedwab,,,,,
Qtr 4,2015,Envelopes,United States,Craig Yedwab,,,,,
Qtr 2,2016,Envelopes,United States,Craig Yedwab,,,,,
Qtr 3,2016,Envelopes,United States,Craig Yedwab,,,,,
Qtr 4,2016,Envelopes,United States,Craig Yedwab,,,,,
Qtr 2,2017,Envelopes,United States,Craig Yedwab,,,,,
Qtr 3,2017,Envelopes,United States,Craig Yedwab,,,,,
Qtr 4,2017,Envelopes,United States,Craig Yedwab,3.2213999999999996,1,9.912,0.2,3
Qtr 2,2014,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 3,2014,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 4,2014,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 2,2015,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 3,2015,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 4,2015,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 2,2016,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 3,2016,Envelopes,United States,Cynthia Voltz,10.94,1,21.88,0,2
Qtr 4,2016,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 2,2017,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 3,2017,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 4,2017,Envelopes,United States,Cynthia Voltz,,,,,
Qtr 2,2014,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 3,2014,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 4,2014,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 2,2015,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 3,2015,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 4,2015,Envelopes,United States,Damala Kotsonis,7.08,1,14.75,0,5
Qtr 2,2016,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 3,2016,Envelopes,United States,Damala Kotsonis,197.35299999999998,1,419.90000000000003,0,5
Qtr 4,2016,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 2,2017,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 3,2017,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 4,2017,Envelopes,United States,Damala Kotsonis,,,,,
Qtr 2,2014,Envelopes,United States,Dan Campbell,,,,,
Qtr 3,2014,Envelopes,United States,Dan Campbell,,,,,
Qtr 4,2014,Envelopes,United States,Dan Campbell,,,,,
Qtr 2,2015,Envelopes,United States,Dan Campbell,,,,,
Qtr 3,2015,Envelopes,United States,Dan Campbell,,,,,
Qtr 4,2015,Envelopes,United States,Dan Campbell,,,,,
Qtr 2,2016,Envelopes,United States,Dan Campbell,,,,,
Qtr 3,2016,Envelopes,United States,Dan Campbell,,,,,
Qtr 4,2016,Envelopes,United States,Dan Campbell,,,,,
Qtr 2,2017,Envelopes,United States,Dan Campbell,12.692699999999995,1,37.608000000000004,0.2,3
Qtr 3,2017,Envelopes,United States,Dan Campbell,4.796999999999999,1,14.76,0.2,5
Qtr 4,2017,Envelopes,United States,Dan Campbell,,,,,
Qtr 2,2014,Envelopes,United States,Darren Koutras,,,,,
Qtr 3,2014,Envelopes,United States,Darren Koutras,,,,,
Qtr 4,2014,Envelopes,United States,Darren Koutras,,,,,
Qtr 2,2015,Envelopes,United States,Darren Koutras,,,,,
Qtr 3,2015,Envelopes,United States,Darren Koutras,,,,,
Qtr 4,2015,Envelopes,United States,Darren Koutras,,,,,
Qtr 2,2016,Envelopes,United States,Darren Koutras,,,,,
Qtr 3,2016,Envelopes,United States,Darren Koutras,,,,,
Qtr 4,2016,Envelopes,United States,Darren Koutras,,,,,
Qtr 2,2017,Envelopes,United States,Darren Koutras,11.58,1,23.16,0,2
Qtr 3,2017,Envelopes,United States,Darren Koutras,,,,,
Qtr 4,2017,Envelopes,United States,Darren Koutras,,,,,
Qtr 2,2014,Envelopes,United States,Darrin Martin,,,,,
Qtr 3,2014,Envelopes,United States,Darrin Martin,31.491599999999995,1,68.46,0,7
Qtr 4,2014,Envelopes,United States,Darrin Martin,,,,,
Qtr 2,2015,Envelopes,United States,Darrin Martin,,,,,
Qtr 3,2015,Envelopes,United States,Darrin Martin,,,,,
Qtr 4,2015,Envelopes,United States,Darrin Martin,,,,,
Qtr 2,2016,Envelopes,United States,Darrin Martin,,,,,
Qtr 3,2016,Envelopes,United States,Darrin Martin,7.628399999999997,1,23.472,0.2,3
Qtr 4,2016,Envelopes,United States,Darrin Martin,,,,,
Qtr 2,2017,Envelopes,United States,Darrin Martin,,,,,
Qtr 3,2017,Envelopes,United States,Darrin Martin,,,,,
Qtr 4,2017,Envelopes,United States,Darrin Martin,,,,,
Qtr 2,2014,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 3,2014,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 4,2014,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 2,2015,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 3,2015,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 4,2015,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 2,2016,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 3,2016,Envelopes,United States,Darrin Van Huff,1.9175999999999997,1,4.08,0,2
Qtr 4,2016,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 2,2017,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 3,2017,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 4,2017,Envelopes,United States,Darrin Van Huff,,,,,
Qtr 2,2014,Envelopes,United States,David Bremer,,,,,
Qtr 3,2014,Envelopes,United States,David Bremer,,,,,
Qtr 4,2014,Envelopes,United States,David Bremer,,,,,
Qtr 2,2015,Envelopes,United States,David Bremer,,,,,
Qtr 3,2015,Envelopes,United States,David Bremer,,,,,
Qtr 4,2015,Envelopes,United States,David Bremer,6.706799999999998,1,19.872,0.2,3
Qtr 2,2016,Envelopes,United States,David Bremer,,,,,
Qtr 3,2016,Envelopes,United States,David Bremer,,,,,
Qtr 4,2016,Envelopes,United States,David Bremer,,,,,
Qtr 2,2017,Envelopes,United States,David Bremer,,,,,
Qtr 3,2017,Envelopes,United States,David Bremer,,,,,
Qtr 4,2017,Envelopes,United States,David Bremer,,,,,
Qtr 2,2014,Envelopes,United States,Deirdre Greer,,,,,
Qtr 3,2014,Envelopes,United States,Deirdre Greer,,,,,
Qtr 4,2014,Envelopes,United States,Deirdre Greer,,,,,
Qtr 2,2015,Envelopes,United States,Deirdre Greer,,,,,
Qtr 3,2015,Envelopes,United States,Deirdre Greer,,,,,
Qtr 4,2015,Envelopes,United States,Deirdre Greer,,,,,
Qtr 2,2016,Envelopes,United States,Deirdre Greer,,,,,
Qtr 3,2016,Envelopes,United States,Deirdre Greer,,,,,
Qtr 4,2016,Envelopes,United States,Deirdre Greer,,,,,
Qtr 2,2017,Envelopes,United States,Deirdre Greer,,,,,
Qtr 3,2017,Envelopes,United States,Deirdre Greer,,,,,
Qtr 4,2017,Envelopes,United States,Deirdre Greer,35.98199999999999,1,79.96,0,2
Qtr 2,2014,Envelopes,United States,Delfina Latchford,,,,,
Qtr 3,2014,Envelopes,United States,Delfina Latchford,,,,,
Qtr 4,2014,Envelopes,United States,Delfina Latchford,,,,,
Qtr 2,2015,Envelopes,United States,Delfina Latchford,,,,,
Qtr 3,2015,Envelopes,United States,Delfina Latchford,,,,,
Qtr 4,2015,Envelopes,United States,Delfina Latchford,,,,,
Qtr 2,2016,Envelopes,United States,Delfina Latchford,,,,,
Qtr 3,2016,Envelopes,United States,Delfina Latchford,,,,,
Qtr 4,2016,Envelopes,United States,Delfina Latchford,162.864,1,361.92,0,4
Qtr 2,2017,Envelopes,United States,Delfina Latchford,,,,,
Qtr 3,2017,Envelopes,United States,Delfina Latchford,,,,,
Qtr 4,2017,Envelopes,United States,Delfina Latchford,,,,,
Qtr 2,2014,Envelopes,United States,Denny Ordway,,,,,
Qtr 3,2014,Envelopes,United States,Denny Ordway,,,,,
Qtr 4,2014,Envelopes,United States,Denny Ordway,4.886999999999999,1,14.480000000000002,0.2,5
Qtr 2,2015,Envelopes,United States,Denny Ordway,,,,,
Qtr 3,2015,Envelopes,United States,Denny Ordway,,,,,
Qtr 4,2015,Envelopes,United States,Denny Ordway,,,,,
Qtr 2,2016,Envelopes,United States,Denny Ordway,,,,,
Qtr 3,2016,Envelopes,United States,Denny Ordway,,,,,
Qtr 4,2016,Envelopes,United States,Denny Ordway,,,,,
Qtr 2,2017,Envelopes,United States,Denny Ordway,15.921000000000003,1,43.92,0.2,5
Qtr 3,2017,Envelopes,United States,Denny Ordway,,,,,
Qtr 4,2017,Envelopes,United States,Denny Ordway,,,,,
Qtr 2,2014,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 3,2014,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 4,2014,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 2,2015,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 3,2015,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 4,2015,Envelopes,United States,Dianna Vittorini,5.752799999999999,1,12.24,0,6
Qtr 2,2016,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 3,2016,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 4,2016,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 2,2017,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 3,2017,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 4,2017,Envelopes,United States,Dianna Vittorini,,,,,
Qtr 2,2014,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 3,2014,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 4,2014,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 2,2015,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 3,2015,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 4,2015,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 2,2016,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 3,2016,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 4,2016,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 2,2017,Envelopes,United States,Dionis Lloyd,28.332,1,62.96,0,4
Qtr 3,2017,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 4,2017,Envelopes,United States,Dionis Lloyd,,,,,
Qtr 2,2014,Envelopes,United States,Don Jones,,,,,
Qtr 3,2014,Envelopes,United States,Don Jones,,,,,
Qtr 4,2014,Envelopes,United States,Don Jones,,,,,
Qtr 2,2015,Envelopes,United States,Don Jones,,,,,
Qtr 3,2015,Envelopes,United States,Don Jones,,,,,
Qtr 4,2015,Envelopes,United States,Don Jones,,,,,
Qtr 2,2016,Envelopes,United States,Don Jones,,,,,
Qtr 3,2016,Envelopes,United States,Don Jones,,,,,
Qtr 4,2016,Envelopes,United States,Don Jones,,,,,
Qtr 2,2017,Envelopes,United States,Don Jones,14.9744,1,30.56,0,4
Qtr 3,2017,Envelopes,United States,Don Jones,,,,,
Qtr 4,2017,Envelopes,United States,Don Jones,,,,,
Qtr 2,2014,Envelopes,United States,Edward Becker,,,,,
Qtr 3,2014,Envelopes,United States,Edward Becker,,,,,
Qtr 4,2014,Envelopes,United States,Edward Becker,,,,,
Qtr 2,2015,Envelopes,United States,Edward Becker,,,,,
Qtr 3,2015,Envelopes,United States,Edward Becker,,,,,
Qtr 4,2015,Envelopes,United States,Edward Becker,,,,,
Qtr 2,2016,Envelopes,United States,Edward Becker,12.744,1,26.55,0,9
Qtr 3,2016,Envelopes,United States,Edward Becker,,,,,
Qtr 4,2016,Envelopes,United States,Edward Becker,,,,,
Qtr 2,2017,Envelopes,United States,Edward Becker,,,,,
Qtr 3,2017,Envelopes,United States,Edward Becker,,,,,
Qtr 4,2017,Envelopes,United States,Edward Becker,,,,,
Qtr 2,2014,Envelopes,United States,Edward Hooks,,,,,
Qtr 3,2014,Envelopes,United States,Edward Hooks,,,,,
Qtr 4,2014,Envelopes,United States,Edward Hooks,19.692,1,52.512,0.2,6
Qtr 2,2015,Envelopes,United States,Edward Hooks,,,,,
Qtr 3,2015,Envelopes,United States,Edward Hooks,,,,,
Qtr 4,2015,Envelopes,United States,Edward Hooks,,,,,
Qtr 2,2016,Envelopes,United States,Edward Hooks,,,,,
Qtr 3,2016,Envelopes,United States,Edward Hooks,143.30299999999997,1,304.9,0,5
Qtr 4,2016,Envelopes,United States,Edward Hooks,30.3604,1,61.96,0,2
Qtr 2,2017,Envelopes,United States,Edward Hooks,,,,,
Qtr 3,2017,Envelopes,United States,Edward Hooks,,,,,
Qtr 4,2017,Envelopes,United States,Edward Hooks,,,,,
Qtr 2,2014,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 3,2014,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 4,2014,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 2,2015,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 3,2015,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 4,2015,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 2,2016,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 3,2016,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 4,2016,Envelopes,United States,Eric Hoffmann,13.826699999999999,1,40.968,0.2,3
Qtr 2,2017,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 3,2017,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 4,2017,Envelopes,United States,Eric Hoffmann,,,,,
Qtr 2,2014,Envelopes,United States,Erica Hernandez,,,,,
Qtr 3,2014,Envelopes,United States,Erica Hernandez,,,,,
Qtr 4,2014,Envelopes,United States,Erica Hernandez,,,,,
Qtr 2,2015,Envelopes,United States,Erica Hernandez,,,,,
Qtr 3,2015,Envelopes,United States,Erica Hernandez,,,,,
Qtr 4,2015,Envelopes,United States,Erica Hernandez,,,,,
Qtr 2,2016,Envelopes,United States,Erica Hernandez,,,,,
Qtr 3,2016,Envelopes,United States,Erica Hernandez,,,,,
Qtr 4,2016,Envelopes,United States,Erica Hernandez,,,,,
Qtr 2,2017,Envelopes,United States,Erica Hernandez,,,,,
Qtr 3,2017,Envelopes,United States,Erica Hernandez,,,,,
Qtr 4,2017,Envelopes,United States,Erica Hernandez,35.329499999999996,1,104.68000000000002,0.2,5
Qtr 2,2014,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 3,2014,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 4,2014,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 2,2015,Envelopes,United States,Erin Ashbrook,87.74429999999998,1,186.69,0,3
Qtr 3,2015,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 4,2015,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 2,2016,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 3,2016,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 4,2016,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 2,2017,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 3,2017,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 4,2017,Envelopes,United States,Erin Ashbrook,,,,,
Qtr 2,2014,Envelopes,United States,Erin Smith,,,,,
Qtr 3,2014,Envelopes,United States,Erin Smith,,,,,
Qtr 4,2014,Envelopes,United States,Erin Smith,4.628400000000001,1,12.768,0.2,6
Qtr 2,2015,Envelopes,United States,Erin Smith,,,,,
Qtr 3,2015,Envelopes,United States,Erin Smith,,,,,
Qtr 4,2015,Envelopes,United States,Erin Smith,,,,,
Qtr 2,2016,Envelopes,United States,Erin Smith,,,,,
Qtr 3,2016,Envelopes,United States,Erin Smith,,,,,
Qtr 4,2016,Envelopes,United States,Erin Smith,,,,,
Qtr 2,2017,Envelopes,United States,Erin Smith,,,,,
Qtr 3,2017,Envelopes,United States,Erin Smith,,,,,
Qtr 4,2017,Envelopes,United States,Erin Smith,,,,,
Qtr 2,2014,Envelopes,United States,Eugene Barchas,,,,,
Qtr 3,2014,Envelopes,United States,Eugene Barchas,,,,,
Qtr 4,2014,Envelopes,United States,Eugene Barchas,,,,,
Qtr 2,2015,Envelopes,United States,Eugene Barchas,,,,,
Qtr 3,2015,Envelopes,United States,Eugene Barchas,,,,,
Qtr 4,2015,Envelopes,United States,Eugene Barchas,7.3132,1,15.56,0,2
Qtr 2,2016,Envelopes,United States,Eugene Barchas,,,,,
Qtr 3,2016,Envelopes,United States,Eugene Barchas,,,,,
Qtr 4,2016,Envelopes,United States,Eugene Barchas,,,,,
Qtr 2,2017,Envelopes,United States,Eugene Barchas,,,,,
Qtr 3,2017,Envelopes,United States,Eugene Barchas,,,,,
Qtr 4,2017,Envelopes,United States,Eugene Barchas,,,,,
Qtr 2,2014,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 3,2014,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 4,2014,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 2,2015,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 3,2015,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 4,2015,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 2,2016,Envelopes,United States,Eugene Hildebrand,3.2161,1,8.872,0.2,1
Qtr 3,2016,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 4,2016,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 2,2017,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 3,2017,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 4,2017,Envelopes,United States,Eugene Hildebrand,,,,,
Qtr 2,2014,Envelopes,United States,Eva Jacobs,,,,,
Qtr 3,2014,Envelopes,United States,Eva Jacobs,,,,,
Qtr 4,2014,Envelopes,United States,Eva Jacobs,,,,,
Qtr 2,2015,Envelopes,United States,Eva Jacobs,,,,,
Qtr 3,2015,Envelopes,United States,Eva Jacobs,,,,,
Qtr 4,2015,Envelopes,United States,Eva Jacobs,,,,,
Qtr 2,2016,Envelopes,United States,Eva Jacobs,,,,,
Qtr 3,2016,Envelopes,United States,Eva Jacobs,,,,,
Qtr 4,2016,Envelopes,United States,Eva Jacobs,,,,,
Qtr 2,2017,Envelopes,United States,Eva Jacobs,23.8581,1,48.69,0,9
Qtr 3,2017,Envelopes,United States,Eva Jacobs,,,,,
Qtr 4,2017,Envelopes,United States,Eva Jacobs,,,,,
Qtr 2,2014,Envelopes,United States,Frank Hawley,,,,,
Qtr 3,2014,Envelopes,United States,Frank Hawley,,,,,
Qtr 4,2014,Envelopes,United States,Frank Hawley,,,,,
Qtr 2,2015,Envelopes,United States,Frank Hawley,,,,,
Qtr 3,2015,Envelopes,United States,Frank Hawley,,,,,
Qtr 4,2015,Envelopes,United States,Frank Hawley,,,,,
Qtr 2,2016,Envelopes,United States,Frank Hawley,,,,,
Qtr 3,2016,Envelopes,United States,Frank Hawley,,,,,
Qtr 4,2016,Envelopes,United States,Frank Hawley,129.384,1,287.52,0,8
Qtr 2,2017,Envelopes,United States,Frank Hawley,,,,,
Qtr 3,2017,Envelopes,United States,Frank Hawley,,,,,
Qtr 4,2017,Envelopes,United States,Frank Hawley,,,,,
Qtr 2,2014,Envelopes,United States,Frank Preis,,,,,
Qtr 3,2014,Envelopes,United States,Frank Preis,,,,,
Qtr 4,2014,Envelopes,United States,Frank Preis,9.585,1,30.672,0.2,3
Qtr 2,2015,Envelopes,United States,Frank Preis,,,,,
Qtr 3,2015,Envelopes,United States,Frank Preis,,,,,
Qtr 4,2015,Envelopes,United States,Frank Preis,,,,,
Qtr 2,2016,Envelopes,United States,Frank Preis,,,,,
Qtr 3,2016,Envelopes,United States,Frank Preis,,,,,
Qtr 4,2016,Envelopes,United States,Frank Preis,,,,,
Qtr 2,2017,Envelopes,United States,Frank Preis,,,,,
Qtr 3,2017,Envelopes,United States,Frank Preis,,,,,
Qtr 4,2017,Envelopes,United States,Frank Preis,,,,,
Qtr 2,2014,Envelopes,United States,Fred Hopkins,,,,,
Qtr 3,2014,Envelopes,United States,Fred Hopkins,,,,,
Qtr 4,2014,Envelopes,United States,Fred Hopkins,,,,,
Qtr 2,2015,Envelopes,United States,Fred Hopkins,,,,,
Qtr 3,2015,Envelopes,United States,Fred Hopkins,,,,,
Qtr 4,2015,Envelopes,United States,Fred Hopkins,,,,,
Qtr 2,2016,Envelopes,United States,Fred Hopkins,,,,,
Qtr 3,2016,Envelopes,United States,Fred Hopkins,,,,,
Qtr 4,2016,Envelopes,United States,Fred Hopkins,,,,,
Qtr 2,2017,Envelopes,United States,Fred Hopkins,,,,,
Qtr 3,2017,Envelopes,United States,Fred Hopkins,3.9102000000000006,1,7.98,0,3
Qtr 4,2017,Envelopes,United States,Fred Hopkins,,,,,
Qtr 2,2014,Envelopes,United States,Gary Zandusky,,,,,
Qtr 3,2014,Envelopes,United States,Gary Zandusky,,,,,
Qtr 4,2014,Envelopes,United States,Gary Zandusky,,,,,
Qtr 2,2015,Envelopes,United States,Gary Zandusky,,,,,
Qtr 3,2015,Envelopes,United States,Gary Zandusky,,,,,
Qtr 4,2015,Envelopes,United States,Gary Zandusky,2.7719999999999994,1,7.920000000000001,0.2,1
Qtr 2,2016,Envelopes,United States,Gary Zandusky,,,,,
Qtr 3,2016,Envelopes,United States,Gary Zandusky,,,,,
Qtr 4,2016,Envelopes,United States,Gary Zandusky,,,,,
Qtr 2,2017,Envelopes,United States,Gary Zandusky,,,,,
Qtr 3,2017,Envelopes,United States,Gary Zandusky,,,,,
Qtr 4,2017,Envelopes,United States,Gary Zandusky,,,,,
Qtr 2,2014,Envelopes,United States,Gene McClure,,,,,
Qtr 3,2014,Envelopes,United States,Gene McClure,,,,,
Qtr 4,2014,Envelopes,United States,Gene McClure,,,,,
Qtr 2,2015,Envelopes,United States,Gene McClure,,,,,
Qtr 3,2015,Envelopes,United States,Gene McClure,,,,,
Qtr 4,2015,Envelopes,United States,Gene McClure,,,,,
Qtr 2,2016,Envelopes,United States,Gene McClure,2.3868,1,7.072,0.2,2
Qtr 3,2016,Envelopes,United States,Gene McClure,,,,,
Qtr 4,2016,Envelopes,United States,Gene McClure,,,,,
Qtr 2,2017,Envelopes,United States,Gene McClure,,,,,
Qtr 3,2017,Envelopes,United States,Gene McClure,,,,,
Qtr 4,2017,Envelopes,United States,Gene McClure,,,,,
Qtr 2,2014,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 3,2014,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 4,2014,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 2,2015,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 3,2015,Envelopes,United States,Giulietta Baptist,57.32119999999999,1,121.96,0,2
Qtr 4,2015,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 2,2016,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 3,2016,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 4,2016,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 2,2017,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 3,2017,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 4,2017,Envelopes,United States,Giulietta Baptist,,,,,
Qtr 2,2014,Envelopes,United States,Greg Tran,,,,,
Qtr 3,2014,Envelopes,United States,Greg Tran,,,,,
Qtr 4,2014,Envelopes,United States,Greg Tran,,,,,
Qtr 2,2015,Envelopes,United States,Greg Tran,,,,,
Qtr 3,2015,Envelopes,United States,Greg Tran,,,,,
Qtr 4,2015,Envelopes,United States,Greg Tran,,,,,
Qtr 2,2016,Envelopes,United States,Greg Tran,,,,,
Qtr 3,2016,Envelopes,United States,Greg Tran,,,,,
Qtr 4,2016,Envelopes,United States,Greg Tran,16.150499999999997,1,35.89,0,1
Qtr 2,2017,Envelopes,United States,Greg Tran,,,,,
Qtr 3,2017,Envelopes,United States,Greg Tran,7.4872,1,15.28,0,2
Qtr 4,2017,Envelopes,United States,Greg Tran,,,,,
Qtr 2,2014,Envelopes,United States,Harold Engle,,,,,
