Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.City,Orders.Customer ID,Orders.Customer Name,Orders.Order ID,Sum(Orders.Discount)
2014,Office Supplies,Binders,Central,United States,Houston,AG-10330,Alex Grayson,CA-2017-104927,
2015,Office Supplies,Binders,Central,United States,Houston,AG-10330,Alex Grayson,CA-2017-104927,
2016,Office Supplies,Binders,Central,United States,Houston,AG-10330,Alex Grayson,CA-2017-104927,
2017,Office Supplies,Binders,Central,United States,Houston,AG-10330,Alex Grayson,CA-2017-104927,0.8
2014,Office Supplies,Binders,Central,United States,Houston,AH-10120,Adrian Hane,CA-2017-107958,
2015,Office Supplies,Binders,Central,United States,Houston,AH-10120,Adrian Hane,CA-2017-107958,
2016,Office Supplies,Binders,Central,United States,Houston,AH-10120,Adrian Hane,CA-2017-107958,
2017,Office Supplies,Binders,Central,United States,Houston,AH-10120,Adrian Hane,CA-2017-107958,0.8
2014,Office Supplies,Binders,Central,United States,Houston,AW-10930,Arthur Wiediger,CA-2016-120824,
2015,Office Supplies,Binders,Central,United States,Houston,AW-10930,Arthur Wiediger,CA-2016-120824,
2016,Office Supplies,Binders,Central,United States,Houston,AW-10930,Arthur Wiediger,CA-2016-120824,0.8
2017,Office Supplies,Binders,Central,United States,Houston,AW-10930,Arthur Wiediger,CA-2016-120824,
2014,Office Supplies,Binders,Central,United States,Houston,CA-12055,Cathy Armstrong,CA-2015-162621,
2015,Office Supplies,Binders,Central,United States,Houston,CA-12055,Cathy Armstrong,CA-2015-162621,1.6
2016,Office Supplies,Binders,Central,United States,Houston,CA-12055,Cathy Armstrong,CA-2015-162621,
2017,Office Supplies,Binders,Central,United States,Houston,CA-12055,Cathy Armstrong,CA-2015-162621,
2014,Office Supplies,Binders,Central,United States,Houston,CC-12370,Christopher Conant,CA-2017-106691,
2015,Office Supplies,Binders,Central,United States,Houston,CC-12370,Christopher Conant,CA-2017-106691,
2016,Office Supplies,Binders,Central,United States,Houston,CC-12370,Christopher Conant,CA-2017-106691,
2017,Office Supplies,Binders,Central,United States,Houston,CC-12370,Christopher Conant,CA-2017-106691,0.8
2014,Office Supplies,Binders,Central,United States,Houston,CS-11845,Cari Sayre,CA-2015-136378,
2015,Office Supplies,Binders,Central,United States,Houston,CS-11845,Cari Sayre,CA-2015-136378,0.8
2016,Office Supplies,Binders,Central,United States,Houston,CS-11845,Cari Sayre,CA-2015-136378,
2017,Office Supplies,Binders,Central,United States,Houston,CS-11845,Cari Sayre,CA-2015-136378,
2014,Office Supplies,Binders,Central,United States,Houston,DB-13210,Dean Braden,CA-2015-157812,
2015,Office Supplies,Binders,Central,United States,Houston,DB-13210,Dean Braden,CA-2015-157812,0.8
2016,Office Supplies,Binders,Central,United States,Houston,DB-13210,Dean Braden,CA-2015-157812,
2017,Office Supplies,Binders,Central,United States,Houston,DB-13210,Dean Braden,CA-2015-157812,
2014,Office Supplies,Binders,Central,United States,Houston,DB-13660,Duane Benoit,CA-2015-111990,
2015,Office Supplies,Binders,Central,United States,Houston,DB-13660,Duane Benoit,CA-2015-111990,0.8
2016,Office Supplies,Binders,Central,United States,Houston,DB-13660,Duane Benoit,CA-2015-111990,
2017,Office Supplies,Binders,Central,United States,Houston,DB-13660,Duane Benoit,CA-2015-111990,
2014,Office Supplies,Binders,Central,United States,Houston,DD-13570,Dorothy Dickinson,US-2016-148334,
2015,Office Supplies,Binders,Central,United States,Houston,DD-13570,Dorothy Dickinson,US-2016-148334,
2016,Office Supplies,Binders,Central,United States,Houston,DD-13570,Dorothy Dickinson,US-2016-148334,0.8
2017,Office Supplies,Binders,Central,United States,Houston,DD-13570,Dorothy Dickinson,US-2016-148334,
2014,Office Supplies,Binders,Central,United States,Houston,EH-13945,Eric Hoffmann,US-2016-110156,
2015,Office Supplies,Binders,Central,United States,Houston,EH-13945,Eric Hoffmann,US-2016-110156,
2016,Office Supplies,Binders,Central,United States,Houston,EH-13945,Eric Hoffmann,US-2016-110156,1.6
2017,Office Supplies,Binders,Central,United States,Houston,EH-13945,Eric Hoffmann,US-2016-110156,
2014,Office Supplies,Binders,Central,United States,Houston,EP-13915,Emily Phan,US-2016-131611,
2015,Office Supplies,Binders,Central,United States,Houston,EP-13915,Emily Phan,US-2016-131611,
2016,Office Supplies,Binders,Central,United States,Houston,EP-13915,Emily Phan,US-2016-131611,1.6
2017,Office Supplies,Binders,Central,United States,Houston,EP-13915,Emily Phan,US-2016-131611,
2014,Office Supplies,Binders,Central,United States,Houston,JE-15475,Jeremy Ellison,US-2016-132577,
2015,Office Supplies,Binders,Central,United States,Houston,JE-15475,Jeremy Ellison,US-2016-132577,
2016,Office Supplies,Binders,Central,United States,Houston,JE-15475,Jeremy Ellison,US-2016-132577,1.6
2017,Office Supplies,Binders,Central,United States,Houston,JE-15475,Jeremy Ellison,US-2016-132577,
2014,Office Supplies,Binders,Central,United States,Houston,JE-15715,Joe Elijah,CA-2014-126200,1.6
2015,Office Supplies,Binders,Central,United States,Houston,JE-15715,Joe Elijah,CA-2014-126200,
2016,Office Supplies,Binders,Central,United States,Houston,JE-15715,Joe Elijah,CA-2014-126200,
2017,Office Supplies,Binders,Central,United States,Houston,JE-15715,Joe Elijah,CA-2014-126200,
2014,Office Supplies,Binders,Central,United States,Houston,JK-15730,Joe Kamberova,CA-2017-128426,
2015,Office Supplies,Binders,Central,United States,Houston,JK-15730,Joe Kamberova,CA-2017-128426,
2016,Office Supplies,Binders,Central,United States,Houston,JK-15730,Joe Kamberova,CA-2017-128426,
2017,Office Supplies,Binders,Central,United States,Houston,JK-15730,Joe Kamberova,CA-2017-128426,0.8
2014,Office Supplies,Binders,Central,United States,Houston,JL-15130,Jack Lebron,CA-2014-165428,0.8
2015,Office Supplies,Binders,Central,United States,Houston,JL-15130,Jack Lebron,CA-2014-165428,
2016,Office Supplies,Binders,Central,United States,Houston,JL-15130,Jack Lebron,CA-2014-165428,
2017,Office Supplies,Binders,Central,United States,Houston,JL-15130,Jack Lebron,CA-2014-165428,
2014,Office Supplies,Binders,Central,United States,Houston,KB-16600,Ken Brennan,US-2017-118038,
2015,Office Supplies,Binders,Central,United States,Houston,KB-16600,Ken Brennan,US-2017-118038,
2016,Office Supplies,Binders,Central,United States,Houston,KB-16600,Ken Brennan,US-2017-118038,
2017,Office Supplies,Binders,Central,United States,Houston,KB-16600,Ken Brennan,US-2017-118038,0.8
2014,Office Supplies,Binders,Central,United States,Houston,KC-16540,Kelly Collister,CA-2016-134691,
2015,Office Supplies,Binders,Central,United States,Houston,KC-16540,Kelly Collister,CA-2016-134691,
2016,Office Supplies,Binders,Central,United States,Houston,KC-16540,Kelly Collister,CA-2016-134691,0.8
2017,Office Supplies,Binders,Central,United States,Houston,KC-16540,Kelly Collister,CA-2016-134691,
2014,Office Supplies,Binders,Central,United States,Houston,KD-16270,Karen Daniels,CA-2014-165309,1.6
2015,Office Supplies,Binders,Central,United States,Houston,KD-16270,Karen Daniels,CA-2014-165309,
2016,Office Supplies,Binders,Central,United States,Houston,KD-16270,Karen Daniels,CA-2014-165309,
2017,Office Supplies,Binders,Central,United States,Houston,KD-16270,Karen Daniels,CA-2014-165309,
2014,Office Supplies,Binders,Central,United States,Houston,KH-16360,Katherine Hughes,CA-2014-127166,0.8
2015,Office Supplies,Binders,Central,United States,Houston,KH-16360,Katherine Hughes,CA-2014-127166,
2016,Office Supplies,Binders,Central,United States,Houston,KH-16360,Katherine Hughes,CA-2014-127166,
2017,Office Supplies,Binders,Central,United States,Houston,KH-16360,Katherine Hughes,CA-2014-127166,
2014,Office Supplies,Binders,Central,United States,Houston,KL-16645,Ken Lonsdale,CA-2017-164042,
2015,Office Supplies,Binders,Central,United States,Houston,KL-16645,Ken Lonsdale,CA-2017-164042,
2016,Office Supplies,Binders,Central,United States,Houston,KL-16645,Ken Lonsdale,CA-2017-164042,
2017,Office Supplies,Binders,Central,United States,Houston,KL-16645,Ken Lonsdale,CA-2017-164042,0.8
2014,Office Supplies,Binders,Central,United States,Houston,LS-16975,Lindsay Shagiari,CA-2016-112025,
2015,Office Supplies,Binders,Central,United States,Houston,LS-16975,Lindsay Shagiari,CA-2016-112025,
2016,Office Supplies,Binders,Central,United States,Houston,LS-16975,Lindsay Shagiari,CA-2016-112025,0.8
2017,Office Supplies,Binders,Central,United States,Houston,LS-16975,Lindsay Shagiari,CA-2016-112025,
2014,Office Supplies,Binders,Central,United States,Houston,MC-18100,Mick Crebagga,CA-2015-168809,
2015,Office Supplies,Binders,Central,United States,Houston,MC-18100,Mick Crebagga,CA-2015-168809,0.8
2016,Office Supplies,Binders,Central,United States,Houston,MC-18100,Mick Crebagga,CA-2015-168809,
2017,Office Supplies,Binders,Central,United States,Houston,MC-18100,Mick Crebagga,CA-2015-168809,
2014,Office Supplies,Binders,Central,United States,Houston,MH-17620,Matt Hagelstein,CA-2016-132017,
2015,Office Supplies,Binders,Central,United States,Houston,MH-17620,Matt Hagelstein,CA-2016-132017,
2016,Office Supplies,Binders,Central,United States,Houston,MH-17620,Matt Hagelstein,CA-2016-132017,0.8
2017,Office Supplies,Binders,Central,United States,Houston,MH-17620,Matt Hagelstein,CA-2016-132017,
2014,Office Supplies,Binders,Central,United States,Houston,MR-17545,Mathew Reese,US-2014-120236,0.8
2015,Office Supplies,Binders,Central,United States,Houston,MR-17545,Mathew Reese,US-2014-120236,
2016,Office Supplies,Binders,Central,United States,Houston,MR-17545,Mathew Reese,US-2014-120236,
2017,Office Supplies,Binders,Central,United States,Houston,MR-17545,Mathew Reese,US-2014-120236,
2014,Office Supplies,Binders,Central,United States,Houston,MT-18070,Michelle Tran,US-2014-112914,0.8
2015,Office Supplies,Binders,Central,United States,Houston,MT-18070,Michelle Tran,US-2014-112914,
2016,Office Supplies,Binders,Central,United States,Houston,MT-18070,Michelle Tran,US-2014-112914,
2017,Office Supplies,Binders,Central,United States,Houston,MT-18070,Michelle Tran,US-2014-112914,
2014,Office Supplies,Binders,Central,United States,Houston,MV-17485,Mark Van Huff,CA-2015-119690,
2015,Office Supplies,Binders,Central,United States,Houston,MV-17485,Mark Van Huff,CA-2015-119690,0.8
2016,Office Supplies,Binders,Central,United States,Houston,MV-17485,Mark Van Huff,CA-2015-119690,
2017,Office Supplies,Binders,Central,United States,Houston,MV-17485,Mark Van Huff,CA-2015-119690,
2014,Office Supplies,Binders,Central,United States,Houston,NC-18415,Nathan Cano,CA-2017-131254,
2015,Office Supplies,Binders,Central,United States,Houston,NC-18415,Nathan Cano,CA-2017-131254,
2016,Office Supplies,Binders,Central,United States,Houston,NC-18415,Nathan Cano,CA-2017-131254,
2017,Office Supplies,Binders,Central,United States,Houston,NC-18415,Nathan Cano,CA-2017-131254,0.8
2014,Office Supplies,Binders,Central,United States,Houston,ND-18370,Natalie DeCherney,US-2017-156356,
2015,Office Supplies,Binders,Central,United States,Houston,ND-18370,Natalie DeCherney,US-2017-156356,
2016,Office Supplies,Binders,Central,United States,Houston,ND-18370,Natalie DeCherney,US-2017-156356,
2017,Office Supplies,Binders,Central,United States,Houston,ND-18370,Natalie DeCherney,US-2017-156356,1.6
2014,Office Supplies,Binders,Central,United States,Houston,ON-18715,Odella Nelson,US-2015-117184,
2015,Office Supplies,Binders,Central,United States,Houston,ON-18715,Odella Nelson,US-2015-117184,0.8
2016,Office Supplies,Binders,Central,United States,Houston,ON-18715,Odella Nelson,US-2015-117184,
2017,Office Supplies,Binders,Central,United States,Houston,ON-18715,Odella Nelson,US-2015-117184,
2014,Office Supplies,Binders,Central,United States,Houston,PO-19180,Philisse Overcash,CA-2017-142867,
2015,Office Supplies,Binders,Central,United States,Houston,PO-19180,Philisse Overcash,CA-2017-142867,
2016,Office Supplies,Binders,Central,United States,Houston,PO-19180,Philisse Overcash,CA-2017-142867,
2017,Office Supplies,Binders,Central,United States,Houston,PO-19180,Philisse Overcash,CA-2017-142867,0.8
2014,Office Supplies,Binders,Central,United States,Houston,PT-19090,Pete Takahito,US-2014-150924,0.8
2015,Office Supplies,Binders,Central,United States,Houston,PT-19090,Pete Takahito,US-2014-150924,
2016,Office Supplies,Binders,Central,United States,Houston,PT-19090,Pete Takahito,US-2014-150924,
2017,Office Supplies,Binders,Central,United States,Houston,PT-19090,Pete Takahito,US-2014-150924,
2014,Office Supplies,Binders,Central,United States,Houston,RA-19915,Russell Applegate,CA-2015-130792,
2015,Office Supplies,Binders,Central,United States,Houston,RA-19915,Russell Applegate,CA-2015-130792,0.8
2016,Office Supplies,Binders,Central,United States,Houston,RA-19915,Russell Applegate,CA-2015-130792,
2017,Office Supplies,Binders,Central,United States,Houston,RA-19915,Russell Applegate,CA-2015-130792,
2014,Office Supplies,Binders,Central,United States,Houston,RD-19810,Ross DeVincentis,CA-2016-112739,
2015,Office Supplies,Binders,Central,United States,Houston,RD-19810,Ross DeVincentis,CA-2016-112739,
2016,Office Supplies,Binders,Central,United States,Houston,RD-19810,Ross DeVincentis,CA-2016-112739,0.8
2017,Office Supplies,Binders,Central,United States,Houston,RD-19810,Ross DeVincentis,CA-2016-112739,
2014,Office Supplies,Binders,Central,United States,Houston,RP-19270,Rachel Payne,CA-2015-135251,
2015,Office Supplies,Binders,Central,United States,Houston,RP-19270,Rachel Payne,CA-2015-135251,0.8
2016,Office Supplies,Binders,Central,United States,Houston,RP-19270,Rachel Payne,CA-2015-135251,
2017,Office Supplies,Binders,Central,United States,Houston,RP-19270,Rachel Payne,CA-2015-135251,
2014,Office Supplies,Binders,Central,United States,Houston,RP-19390,Resi Pölking,US-2017-145863,
2015,Office Supplies,Binders,Central,United States,Houston,RP-19390,Resi Pölking,US-2017-145863,
2016,Office Supplies,Binders,Central,United States,Houston,RP-19390,Resi Pölking,US-2017-145863,
2017,Office Supplies,Binders,Central,United States,Houston,RP-19390,Resi Pölking,US-2017-145863,1.6
2014,Office Supplies,Binders,Central,United States,Houston,SC-20380,Shahid Collister,US-2016-149790,
2015,Office Supplies,Binders,Central,United States,Houston,SC-20380,Shahid Collister,US-2016-149790,
2016,Office Supplies,Binders,Central,United States,Houston,SC-20380,Shahid Collister,US-2016-149790,0.8
2017,Office Supplies,Binders,Central,United States,Houston,SC-20380,Shahid Collister,US-2016-149790,
2014,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,CA-2014-159310,0.8
2015,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,CA-2014-159310,
2016,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,CA-2014-159310,
2017,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,CA-2014-159310,
2014,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,US-2015-161991,
2015,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,US-2015-161991,0.8
2016,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,US-2015-161991,
2017,Office Supplies,Binders,Central,United States,Houston,SC-20725,Steven Cartwright,US-2015-161991,
2014,Office Supplies,Binders,Central,United States,Houston,SF-20965,Sylvia Foulston,CA-2015-143077,
2015,Office Supplies,Binders,Central,United States,Houston,SF-20965,Sylvia Foulston,CA-2015-143077,0.8
2016,Office Supplies,Binders,Central,United States,Houston,SF-20965,Sylvia Foulston,CA-2015-143077,
2017,Office Supplies,Binders,Central,United States,Houston,SF-20965,Sylvia Foulston,CA-2015-143077,
2014,Office Supplies,Binders,Central,United States,Houston,SJ-20125,Sanjit Jacobs,CA-2017-105669,
2015,Office Supplies,Binders,Central,United States,Houston,SJ-20125,Sanjit Jacobs,CA-2017-105669,
2016,Office Supplies,Binders,Central,United States,Houston,SJ-20125,Sanjit Jacobs,CA-2017-105669,
2017,Office Supplies,Binders,Central,United States,Houston,SJ-20125,Sanjit Jacobs,CA-2017-105669,0.8
2014,Office Supplies,Binders,Central,United States,Houston,SL-20155,Sara Luxemburg,US-2015-107349,
2015,Office Supplies,Binders,Central,United States,Houston,SL-20155,Sara Luxemburg,US-2015-107349,0.8
2016,Office Supplies,Binders,Central,United States,Houston,SL-20155,Sara Luxemburg,US-2015-107349,
2017,Office Supplies,Binders,Central,United States,Houston,SL-20155,Sara Luxemburg,US-2015-107349,
2014,Office Supplies,Binders,Central,United States,Houston,SZ-20035,Sam Zeldin,CA-2014-105165,0.8
2015,Office Supplies,Binders,Central,United States,Houston,SZ-20035,Sam Zeldin,CA-2014-105165,
2016,Office Supplies,Binders,Central,United States,Houston,SZ-20035,Sam Zeldin,CA-2014-105165,
2017,Office Supplies,Binders,Central,United States,Houston,SZ-20035,Sam Zeldin,CA-2014-105165,
2014,Office Supplies,Binders,Central,United States,Houston,TC-20980,Tamara Chand,CA-2014-123498,0.8
2015,Office Supplies,Binders,Central,United States,Houston,TC-20980,Tamara Chand,CA-2014-123498,
2016,Office Supplies,Binders,Central,United States,Houston,TC-20980,Tamara Chand,CA-2014-123498,
2017,Office Supplies,Binders,Central,United States,Houston,TC-20980,Tamara Chand,CA-2014-123498,
2014,Office Supplies,Binders,Central,United States,Houston,TC-21295,Toby Carlisle,CA-2017-142489,
2015,Office Supplies,Binders,Central,United States,Houston,TC-21295,Toby Carlisle,CA-2017-142489,
